ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B09ZXZVCF9","adidas Ultraboost 22 x Marimekko Running Shoes Women's  Red  Size 7","adidas","Clothing, Shoes & Jewelry","$156,006.72","1,368","$114.04","$23.54","$90.50","17,818","1","5","1","05/13/2022","The Luxury Outlet","5","12.56"" x 8.46"" x 4.88""","Large standard-size","2.45 lbs"
"B0B24PJ9L9","adidas Ultraboost 22 x Marimekko Running Shoes Women's  Red  Size 7.5","adidas","Clothing, Shoes & Jewelry","$88,335.30","1,385","$63.78","$16.00","$47.78","16,666","4","5","28","05/13/2022","Gadget Jungle","4.1","12.36"" x 8.43"" x 4.80""","Large standard-size","2.45 lbs"
"B0B24SRV11","adidas Ultraboost 22 x Marimekko Running Shoes Women's  Red  Size 8.5","adidas","Clothing, Shoes & Jewelry","$128,901.43","1,357","$94.99","$20.68","$74.31","16,666","2","5","4","05/13/2022","Best Sellers Hut","5","12.24"" x 8.35"" x 4.88""","Large standard-size","2.45 lbs"
"B0B24PSWK5","adidas Ultraboost 22 x Marimekko Running Shoes Women's  Red  Size 9","adidas","Clothing, Shoes & Jewelry","$137,067.90","1,390","$98.61","$21.22","$77.39","17,818","2","5","22","05/13/2022","Gadget Jungle","5","12.32"" x 8.35"" x 4.80""","Large standard-size","2.45 lbs"
"B09PXKYSGB","adidas Ultraboost 5.0 DNA Shoes Men's  Grey  Size 8","adidas","Clothing, Shoes & Jewelry","$86,235.00","750","$114.98","$23.04","$91.94","3,211,938","2","4","5","01/05/2022","Amazon","5","8.00"" x 4.00"" x 7.00""","Large standard-size","2.45 lbs"
"B09VCPQPW7","adidas Ultrabounce Running Shoes Women's  Pink  Size 6","adidas","Clothing, Shoes & Jewelry","$107,965.44","1,562","$69.12","$16.80","$52.32","5,792,573","3","5","10","11/11/2022","Acadia Shipping Solutions","4.3","11.73"" x 7.83"" x 4.65""","Large standard-size","2.45 lbs"
"B09VCPNH9H","adidas Ultrabounce Running Shoes Women's  Pink  Size 8","adidas","Clothing, Shoes & Jewelry","$107,019.00","1,551","$69.00","$16.78","$52.22","2,052,779","1","5","8","12/05/2022","Acadia Shipping Solutions","5","12.83"" x 7.87"" x 4.88""","Large standard-size","2.45 lbs"
"B09VCMC1DZ","adidas Ultrabounce Running Shoes Women's  Pink  Size 9","adidas","Clothing, Shoes & Jewelry","$108,640.00","1,552","$70.00","$16.93","$53.07","1,869,425","2","5","12","12/01/2022","Doorstepexpress","4","12.71"" x 7.91"" x 4.57""","Large standard-size","2.45 lbs"
"B0CN6SCX9B","adidas unisex -adult Adilette Comfort Slides","adidas","Clothing, Shoes & Jewelry","$30,039.45","1,005","$29.89","$10.87","$19.02","170,704","29","4","4","11/12/2023","Amazon","4.4","1.97"" x 1.97"" x 1.97""","Large standard-size","2.45 lbs"
"B0CVLB9M4F","adidas unisex -adult Samba Og Shoes","adidas","Clothing, Shoes & Jewelry","$3,724,783.81","20,893","$185.00","$33.75","$151.25","N.A.","27","5","1","02/12/2024","Amazon","3.9","12.64"" x 7.95"" x 4.41""","Large standard-size","2.45 lbs"
