ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B0BB715QXY","adidas Big & Tall Essentials 3-Stripes Tapered Cuff Fleece Pants Wonder Steel/White 3XL 32","adidas","Clothing, Shoes & Jewelry","$35,568.72","891","$39.92","$13.77","$26.15","34,959","3","4","13","08/18/2022","AN Liquidation","4.7","14.65"" x 10.35"" x 3.35""","Large standard-size","1.3 lbs"
"B0BB7199Q8","adidas Big & Tall Essentials 3-Stripes Tapered Cuff Fleece Pants Wonder Steel/White XLT 32  X-Large Tall","adidas","Clothing, Shoes & Jewelry","$36,798.40","844","$43.60","$14.39","$29.21","43,180","1","5","1","08/18/2022","Global Distribution Center","5","14.80"" x 10.20"" x 2.95""","Large standard-size","1.19 lbs"
"B09QPYYWD3","adidas Boy's Fortarun Spider-Man CF (Little Kid/Big Kid) Vivid Red/Black/White 6 Big Kid M","adidas","Clothing, Shoes & Jewelry","$32,386.80","822","$39.40","$12.34","$27.06","33,076","2","3","2","01/18/2022","store of paradise","5","12.60"" x 8.35"" x 4.88""","Large standard-size","1.37 lbs"
"B09VCTS5MR","adidas Boy's Grand Court 2.0 EL (Little Kid/Big Kid) Core Black/Lucid Blue/Court Green 5 Big Kid M","adidas","Clothing, Shoes & Jewelry","$542,635.20","7,155","$75.84","$17.81","$58.03","1,758","1","5","1","11/29/2022","Amazin Group","4","11.61"" x 8.90"" x 4.41""","Large standard-size","1.57 lbs"
"B01BPL6YFW","adidas Boy's HVC Wrestling Shoe  Black/White  13 Little Kid","adidas","Sports & Outdoors","$41,788.26","774","$53.99","$11.87","$42.12","163,556","47","5","16","02/11/2016","Amazon","3.9","11.00"" x 4.00"" x 7.00""","Large standard-size","8.8 lbs"
"B07BHYJRXR","adidas Boy's HVC Wrestling Shoe  Ink/Solar Yellow/Ink  2 Little Kid","adidas","Clothing, Shoes & Jewelry","$46,101.30","870","$52.99","$12.78","$40.21","30,299","12","5","5","04/28/2018","Great Call Athletics","4.9","10.80"" x 6.60"" x 4.10""","Large standard-size","8.8 lbs"
"B0BC2DHC69","adidas Boys' Little Tricot Jacket & Pant Clothing Set  Vivid Red Stripe 3S  4 (AG6415C)","adidas","Clothing, Shoes & Jewelry","$49,064.96","1,369","$35.84","$10.49","$25.35","2,646,089","2","6","4","08/25/2022","FullCircle Sales","5","12.17"" x 6.26"" x 1.30""","Large standard-size","7.37 lbs"
"B09CFCLZQF","adidas Boys' Plus Size Zip Front Iconic Tricot Jacket","adidas","Clothing, Shoes & Jewelry","$49,680.00","1,380","$36.00","$6.12","$29.88","26,049","3","3","1","11/09/2018","TommyTronics","4","2.17"" x 7.32"" x 10.11""","Standard (Large)","0.6019 lbs"
"B0875LLBZ4","adidas Boys' Toddler Tricot Jacket","adidas","Clothing, Shoes & Jewelry","$47,772.00","1,200","$39.81","$6.77","$33.04","2,174","6.666666666666667","2","5","05/28/2016","K8 & EM Company","4.533333333333333","1.89"" x 10.35"" x 13.35""","Standard (Large)","0.743 lbs"
"B09GW6THYH","adidas Boys' Tricot Jacket & Pant Clothing Set (2T  Screaming Green)","adidas","Clothing, Shoes & Jewelry","$235,800.00","7,860","$30.00","$8.27","$21.73","1,454","1","3","1","09/21/2021","Amazon","5","9.53"" x 9.25"" x 2.95""","Large standard-size","11.36 lbs"
"B0B1GTY2Z8","adidas Boys' Zip Front Iconic Tricot Jacket","adidas","Clothing, Shoes & Jewelry","$41,276.25","1,223","$33.75","$13.62","$20.13","17,619","18","4","7","08/19/2019","PrimeVille","4.8","14.63"" x 10.75"" x 6.00""","Large standard-size","2.45 lbs"
"B0BB6XLPDK","adidas Cloudfoam Pure 2.0 Wonder White/Bliss Orange/Magic Beige 7.5 B (M)","adidas","Clothing, Shoes & Jewelry","$372,311.90","5,630","$66.13","$15.06","$51.07","1,501,402","3","6","3","08/18/2022","Everything Under The Hut","3","8.00"" x 4.00"" x 7.00""","Large standard-size","1.06 lbs"
"B0CVFMZ7M9","adidas Crazy 1 Mens Shoes","adidas","Clothing, Shoes & Jewelry","$112,152.50","1,130","$99.25","$20.68","$78.57","N.A.","3","5","1","07/17/2023","Celebrate Alive","3.5","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B0CHYNJQL3","adidas Crazy 1 Mens Shoes Size 10.5  Color:Yellow/Black-Yellow","adidas","Clothing, Shoes & Jewelry","$104,907.25","1,057","$99.25","$20.68","$78.57","3,255,059","1","5","4","09/12/2023","Celebrate Alive","1","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B0B3NCDR2W","adidas D.O.N. Issue 3 Pulse Aqua/Bold Blue 9.5","adidas","Clothing, Shoes & Jewelry","$33,195.00","750","$44.26","$13.67","$30.59","35,806","3","3","7","06/08/2022","Amazon","3.6","14.57"" x 9.41"" x 5.20""","Large standard-size","2.18 lbs"
"B0B1Q42TML","adidas Designed 2 Move 3-Stripes Primeblue Shorts Linen Green/White 2XL","adidas","Clothing, Shoes & Jewelry","$57,957.90","2,002","$28.95","$9.32","$19.63","4,563,707","1","4","5","05/18/2022","Amazon","1","13.74"" x 8.98"" x 1.65""","Large standard-size","7.36 lbs"
"B0B1Q5C1M8","adidas Designed 2 Move 3-Stripes Primeblue Shorts Linen Green/White XL","adidas","Clothing, Shoes & Jewelry","$29,977.50","750","$39.97","$10.56","$29.41","35,757","2","3","1","05/18/2022","Amazon","5","14.29"" x 8.86"" x 1.50""","Large standard-size","7.05 lbs"
"B0BH4DXNMR","Adidas Disney Princess Tiana Stan Smith Shoes Men's  White  Size 9.5","adidas","Clothing, Shoes & Jewelry","$142,044.00","1,424","$99.75","$21.39","$78.36","4,372,254","2","5","1","10/02/2022","Amazon","2.8","12.95"" x 7.40"" x 4.49""","Large standard-size","2.45 lbs"
"B0B4G113BF","adidas Essentials 3-Stripes Tapered Cuff Fleece Pants Green Oxide/Linen Green SM R","adidas","Clothing, Shoes & Jewelry","$126,369.00","2,850","$44.34","$12.06","$32.28","7,782","2","4","1","06/17/2022","Amazon","5","13.98"" x 10.59"" x 2.68""","Large standard-size","14.89 lbs"
"B0BFN4QSYK","adidas Essentials 3-Stripes Tapered Cuff Fleece Pants Scarlet/White LG R","adidas","Clothing, Shoes & Jewelry","$30,465.78","794","$38.37","$13.02","$25.35","1,533,883","3","4","17","09/17/2022","The Act of Living","5","14.02"" x 10.16"" x 2.76""","Large standard-size","1.08 lbs"
"B0BB717CKW","adidas Essentials 3-Stripes Tapered Cuff Fleece Pants White/Black 2XL R","adidas","Clothing, Shoes & Jewelry","$109,725.00","2,850","$38.50","$12.98","$25.53","7,782","4","5","3","08/18/2022","AN Liquidation","5","14.61"" x 10.43"" x 2.99""","Large standard-size","1.17 lbs"
"B0BB6WHLW5","adidas Essentials 3-Stripes Tapered Cuff Fleece Pants Wonder Steel/White LG R","adidas","Clothing, Shoes & Jewelry","$145,350.00","2,850","$51.00","$15.10","$35.90","7,782","1","5","5","08/18/2022","RC 5Star Mall","5","10.47"" x 7.09"" x 5.98""","Large standard-size","1.12 lbs"
"B0BB71G4MK","adidas Essentials 3-Stripes Tapered Cuff Fleece Pants Wonder Steel/White SM R","adidas","Clothing, Shoes & Jewelry","$138,852.00","2,850","$48.72","$12.80","$35.92","7,782","2","4","5","08/18/2022","AN Liquidation","4.5","14.57"" x 9.61"" x 2.56""","Large standard-size","13.62 lbs"
"B09Q4P48MC","adidas Fortarun Running Shoe  Black/Silver Metallic/Bliss Pink  7 US Unisex Big Kid","adidas","Clothing, Shoes & Jewelry","$36,270.66","834","$43.49","$12.95","$30.54","33,814","4","6","4","01/09/2022","Moxyretail","5","12.71"" x 7.87"" x 4.57""","Large standard-size","1.43 lbs"
"B0931VTM76","adidas Kaptir 2.0 Focus (Color:Olive/White/Black) (Size: 9.5 D (M))","adidas","Clothing, Shoes & Jewelry","$935,906.40","9,360","$99.99","$21.73","$78.26","997","9","2","3","04/20/2021","Amazon","4.3","13.43"" x 9.06"" x 5.00""","Large standard-size","1.76 lbs"
"B09329TV9M","Adidas Kaptir 2.0 Focus Men's Shoes Olive/White/Black 8.5 D (M)","adidas","Clothing, Shoes & Jewelry","$661,737.60","11,040","$59.94","$15.72","$44.22","670","1","2","5","04/20/2021","SurvivalWombat LLC","5","12.99"" x 9.06"" x 4.80""","Large standard-size","2.27 lbs"
"B09KMJX8M3","adidas Kids Grand Court 2.0 Tennis Shoe - Unisex-Child Sneakers","adidas","Clothing, Shoes & Jewelry","$325,638.00","7,110","$45.80","$13.30","$32.50","1,774","5","6","1","07/31/2022","Zappos","4","11.50"" x 8.94"" x 4.41""","Large standard-size","1.65 lbs"
"B09KMHYZJY","adidas Kids Grand Court 2.0 Tennis Shoe - Unisex-Child Sneakers","adidas","Clothing, Shoes & Jewelry","$214,186.44","5,356","$39.99","$12.43","$27.56","2,916","6","6","7","07/31/2022","Zappos","4.7","12.60"" x 7.72"" x 4.33""","Large standard-size","1.33 lbs"
